order,user
8466,a40e2ef8193f5273a04cc7bbaae0789c
7157,a63a43d8a197935264abe0d57d930712
7378,ad30ce6078fd6ea54abca85610fba76f
2365,b2be41464b53ffc6deae9536ddfd3aee
26,b7b7764cfa1c523e4e93ab2a79a946c4
8418,b98b995372448f015357638c8eb6add1
787,c19a4fb5e846fb6575b0a8f3a2081ea0
823,c19a4fb5e846fb6575b0a8f3a2081ea0
827,c19a4fb5e846fb6575b0a8f3a2081ea0
828,c19a4fb5e846fb6575b0a8f3a2081ea0
2013,c3f4b3e345cb6b032db2e0459d179db3
8336,c5d9ffcb242053b0abdebe0d684fea3a
8358,c5d9ffcb242053b0abdebe0d684fea3a
5726,ce1a957dabf068478d322a56c0dfaf41
1673,d298a6d98000dc07bbb7994f71d867d3
5328,d39c2b0fb2e50e37795fdbe3b8cd3792
9421,d453b26dfd348fdb99e909df7d8bec39
8017,d7e500ad854a1b6ced39e53a525b8a6d
8104,d7e500ad854a1b6ced39e53a525b8a6d
7843,dba59aed04c6759a955a37f021e45bb7
2859,dbdfbfda2a4205bd59b22758ceddd5af
4581,eb7f8081aa0bd4004f513d3299db9063
191,ecbddbfe00e0f83cfdb802a7186061c7
9303,f725d0ec71a511886168c30cef6468d9
9308,f725d0ec71a511886168c30cef6468d9
8751,fe22087986fdcc65939c793fe0ec90a9
8753,fe22087986fdcc65939c793fe0ec90a9
8754,fe22087986fdcc65939c793fe0ec90a9
7895,fffafe151f07a30a0ede2038a897b680
9678,02c37028a782cfda660c7243e45244bb
1179,0737e4e4980f56c9fb1cb5743001c917
1190,0737e4e4980f56c9fb1cb5743001c917
1256,0737e4e4980f56c9fb1cb5743001c917
1270,0737e4e4980f56c9fb1cb5743001c917
1283,0737e4e4980f56c9fb1cb5743001c917
7301,0abd57182992dd9167b88b198350afe4
6091,11fc0a8b587b93bb9bfe957f62729d7e
6099,11fc0a8b587b93bb9bfe957f62729d7e
6105,11fc0a8b587b93bb9bfe957f62729d7e
6117,11fc0a8b587b93bb9bfe957f62729d7e
6124,11fc0a8b587b93bb9bfe957f62729d7e
4412,12006962a8659cc890a5a66913494704
4421,12006962a8659cc890a5a66913494704
4427,12006962a8659cc890a5a66913494704
4428,12006962a8659cc890a5a66913494704
4429,12006962a8659cc890a5a66913494704
4445,12006962a8659cc890a5a66913494704
6697,1695fbad7101e34d4cb4686a6770231f
301,172400f46880b309ca5e97d322bb8f01
318,172400f46880b309ca5e97d322bb8f01
4757,181962441153a36333f0c60701823412
4781,181962441153a36333f0c60701823412
4791,181962441153a36333f0c60701823412
4840,181962441153a36333f0c60701823412
4850,181962441153a36333f0c60701823412
5669,1ece40ac9b657dea8c22a1fe58d3a6fe
5680,1ece40ac9b657dea8c22a1fe58d3a6fe
364,200255966ca6e2636535b5b93ac04497
4242,225c97c90103cc04cda7d10845f2733e
7605,2382eeba332f59ff29cf63a839a33f9a
7611,2382eeba332f59ff29cf63a839a33f9a
7614,2382eeba332f59ff29cf63a839a33f9a
7618,2382eeba332f59ff29cf63a839a33f9a
7623,2382eeba332f59ff29cf63a839a33f9a
5108,259f8f9cce95b214dc9924af48bcd6f0
9544,2609216746274fd785c35801fb53e9d8
9550,2609216746274fd785c35801fb53e9d8
9561,2609216746274fd785c35801fb53e9d8
9598,2609216746274fd785c35801fb53e9d8
9605,2609216746274fd785c35801fb53e9d8
9609,2609216746274fd785c35801fb53e9d8
103,318bf822d4f2bd3920367560218619c0
9619,325e62f4e7e4f64a03fcf831a8d80bf1
7769,33e1c2ac25051eda8cc69d1379f584eb
6775,37195f370c3fd7486ccedb1519b026c2
6788,37195f370c3fd7486ccedb1519b026c2
6823,37195f370c3fd7486ccedb1519b026c2
6831,37195f370c3fd7486ccedb1519b026c2
7191,3b474abc02985674f2b64e46a939bb3d
2973,3b6a414b280222a29d0a95c473cf6b61
6356,3cc2cbf4c8c9c9f05590a092a9e9cacb
1377,3d7847b1c33b5f5811208b4aa1a7ffbd
1383,3d7847b1c33b5f5811208b4aa1a7ffbd
1399,3d7847b1c33b5f5811208b4aa1a7ffbd
1433,3d7847b1c33b5f5811208b4aa1a7ffbd
1434,3d7847b1c33b5f5811208b4aa1a7ffbd
4296,448084546d4ae45e47c3a83f338ade56
9492,45ab97edbe4e93bc1017bcd28483a678
9494,45ab97edbe4e93bc1017bcd28483a678
1823,4cac659f923d6f3b4605f38477a04458
263,4d035bd3fd8d9595d15cea9e388964be
270,4d035bd3fd8d9595d15cea9e388964be
275,4d035bd3fd8d9595d15cea9e388964be
9746,4f48c6c8051e144c717ce143e8d77782
9756,4f48c6c8051e144c717ce143e8d77782
9516,504862f12f8c000ae4358a10d657e8f5
6260,521896b01c1a506dc4404e600fa99c5b
2261,526ac2635cb3f5e0ee5d7424e83e9107
2264,526ac2635cb3f5e0ee5d7424e83e9107
2269,526ac2635cb3f5e0ee5d7424e83e9107
2272,526ac2635cb3f5e0ee5d7424e83e9107
2333,526ac2635cb3f5e0ee5d7424e83e9107
2344,526ac2635cb3f5e0ee5d7424e83e9107
2345,526ac2635cb3f5e0ee5d7424e83e9107
625,527ed53d2ba3a3bc417b8402d5b2f556
631,527ed53d2ba3a3bc417b8402d5b2f556
634,527ed53d2ba3a3bc417b8402d5b2f556
637,527ed53d2ba3a3bc417b8402d5b2f556
688,527ed53d2ba3a3bc417b8402d5b2f556
3109,5299b573a6caaf4aebfb3cf6bc8acfd8
7045,540159466df2f050426692ddaac1eab4
7067,540159466df2f050426692ddaac1eab4
7084,540159466df2f050426692ddaac1eab4
7088,540159466df2f050426692ddaac1eab4
7312,567632b6b7ae8ce7297affcd7ff42c95
2078,65266a09dc3d274bed54447cf4565392
5031,69d136c8d8dc113c3aee4835e941798d
9648,6d532e15130603bca8c7e08c8c7e1411
3338,6f2bebc01062eb8334dccba3e048fdb5
3340,6f2bebc01062eb8334dccba3e048fdb5
3361,6f2bebc01062eb8334dccba3e048fdb5
3362,6f2bebc01062eb8334dccba3e048fdb5
3439,6f2bebc01062eb8334dccba3e048fdb5
3447,6f2bebc01062eb8334dccba3e048fdb5
3453,6f2bebc01062eb8334dccba3e048fdb5
3466,6f2bebc01062eb8334dccba3e048fdb5
3485,6f2bebc01062eb8334dccba3e048fdb5
3521,6f2bebc01062eb8334dccba3e048fdb5
8715,709606429cd1b0d5cefaf63cdeaaa86b
9070,715c9eb832dc833a0b6409ddccd268b1
9071,715c9eb832dc833a0b6409ddccd268b1
9074,715c9eb832dc833a0b6409ddccd268b1
9081,715c9eb832dc833a0b6409ddccd268b1
9111,715c9eb832dc833a0b6409ddccd268b1
9140,715c9eb832dc833a0b6409ddccd268b1
9151,715c9eb832dc833a0b6409ddccd268b1
9173,715c9eb832dc833a0b6409ddccd268b1
9193,715c9eb832dc833a0b6409ddccd268b1
7355,72265a88c1d9956ea6c7b49aa6e54220
718,751e53fc64b770f7b5ea2b0964678599
8817,7d41c244db4ee816029991d903cc7ce1
8601,7f3bfec0b7228d0900b01fbc8ce9d59f
8612,7f3bfec0b7228d0900b01fbc8ce9d59f
8626,7f3bfec0b7228d0900b01fbc8ce9d59f
8634,7f3bfec0b7228d0900b01fbc8ce9d59f
8643,7f3bfec0b7228d0900b01fbc8ce9d59f
7800,80a570b74f23f56c94f639436ff92353
2997,810c70fdd8c82cb4e0afc1e8cc62759a
3018,810c70fdd8c82cb4e0afc1e8cc62759a
3020,810c70fdd8c82cb4e0afc1e8cc62759a
1484,83aeafc166238ebf5aaa2530e6205341
2049,83b6e605652dbf6915856eea1ce419bd
2058,83b6e605652dbf6915856eea1ce419bd
2063,83b6e605652dbf6915856eea1ce419bd
8144,85a78b7179d46b27e3f4f3a1468e2a1c
8151,85a78b7179d46b27e3f4f3a1468e2a1c
8158,85a78b7179d46b27e3f4f3a1468e2a1c
3774,8736d2c84c639dc57ef984602d8d96aa
3776,8736d2c84c639dc57ef984602d8d96aa
3779,8736d2c84c639dc57ef984602d8d96aa
6466,8bfbf6d9c91e07247d0ff83bbcacee68
6517,8d7faa6d7f104a6cb7c4a9e1c6310a15
6613,8d7faa6d7f104a6cb7c4a9e1c6310a15
2111,8f9d4ed5d16ed1a67d734196d29d1f6b
2160,8f9d4ed5d16ed1a67d734196d29d1f6b
6307,906314c683222f7d232b5ea1ee82befc
6324,906314c683222f7d232b5ea1ee82befc
5377,933791b8623dadbb82664c60db91fb7e
5445,933791b8623dadbb82664c60db91fb7e
5964,970197105b41eac939d4fc3cec25137b
5981,970197105b41eac939d4fc3cec25137b
502,9a8cf1dcb2de1a8f70c4745a636bbb96
505,9a8cf1dcb2de1a8f70c4745a636bbb96
506,9a8cf1dcb2de1a8f70c4745a636bbb96
8495,a40e2ef8193f5273a04cc7bbaae0789c
1298,a6336ec5e11839ae33aee01fa2163652
1339,a6336ec5e11839ae33aee01fa2163652
1351,a6336ec5e11839ae33aee01fa2163652
7148,a63a43d8a197935264abe0d57d930712
7164,a63a43d8a197935264abe0d57d930712
8586,a755cc2250ae57df9f1f4b5bf005e048
8593,a755cc2250ae57df9f1f4b5bf005e048
8597,a755cc2250ae57df9f1f4b5bf005e048
4089,a7637e86876374b952f4d10d0513c350
7380,ad30ce6078fd6ea54abca85610fba76f
7385,ad30ce6078fd6ea54abca85610fba76f
2429,b2be41464b53ffc6deae9536ddfd3aee
2481,b2be41464b53ffc6deae9536ddfd3aee
3263,b4a21c82de4011033c8ac67081ff939c
426,b9a44bb356832160caccc9eb3614e0ce
440,b9a44bb356832160caccc9eb3614e0ce
442,b9a44bb356832160caccc9eb3614e0ce
3659,bbe1ab61508fad201213fbe8090c5a75
3666,bbe1ab61508fad201213fbe8090c5a75
825,c19a4fb5e846fb6575b0a8f3a2081ea0
830,c19a4fb5e846fb6575b0a8f3a2081ea0
1913,c3f4b3e345cb6b032db2e0459d179db3
1952,c3f4b3e345cb6b032db2e0459d179db3
1967,c3f4b3e345cb6b032db2e0459d179db3
2001,c3f4b3e345cb6b032db2e0459d179db3
6419,c597771fab7477c2ae7b507d532130b0
6430,c597771fab7477c2ae7b507d532130b0
8277,c5d9ffcb242053b0abdebe0d684fea3a
8299,c5d9ffcb242053b0abdebe0d684fea3a
8317,c5d9ffcb242053b0abdebe0d684fea3a
8340,c5d9ffcb242053b0abdebe0d684fea3a
8925,c6ee79de33e47a3799c1d00e5f727b9e
5174,c85845b82e705a32f674757d8912df23
8868,cde9ad52e50a6a9740dcb3461deb8a0b
5697,ce1a957dabf068478d322a56c0dfaf41
5711,ce1a957dabf068478d322a56c0dfaf41
5714,ce1a957dabf068478d322a56c0dfaf41
5343,ce9e978af8369a85f4fc15137013015b
9034,cef8086fc8220dde9874948728787a2c
1662,d298a6d98000dc07bbb7994f71d867d3
1678,d298a6d98000dc07bbb7994f71d867d3
1691,d298a6d98000dc07bbb7994f71d867d3
5251,d39c2b0fb2e50e37795fdbe3b8cd3792
9417,d453b26dfd348fdb99e909df7d8bec39
7934,d7e500ad854a1b6ced39e53a525b8a6d
8064,d7e500ad854a1b6ced39e53a525b8a6d
8079,d7e500ad854a1b6ced39e53a525b8a6d
8102,d7e500ad854a1b6ced39e53a525b8a6d
2616,da56abb46f342d8e4b4bc96165cd645d
242,db39f7b2aad360b1033ec1f8fcd57f9c
7840,dba59aed04c6759a955a37f021e45bb7
7852,dba59aed04c6759a955a37f021e45bb7
7856,dba59aed04c6759a955a37f021e45bb7
4158,dba5f5266d03dd6d4db084ad7dbc683c
4171,dba5f5266d03dd6d4db084ad7dbc683c
2824,dbdfbfda2a4205bd59b22758ceddd5af
2835,dbdfbfda2a4205bd59b22758ceddd5af
2890,dbdfbfda2a4205bd59b22758ceddd5af
9038,e0697da7478e23479ef6723021e52606
9045,e0697da7478e23479ef6723021e52606
4000,e4a512374eee079d2b8acc2ce69990d5
4029,e4a512374eee079d2b8acc2ce69990d5
866,e6cdef6f475cce3023c5b715f8c9f110
951,e6cdef6f475cce3023c5b715f8c9f110
986,e6cdef6f475cce3023c5b715f8c9f110
1051,e6cdef6f475cce3023c5b715f8c9f110
1056,e6cdef6f475cce3023c5b715f8c9f110
8857,e915a655a1bd63ef17cb61c7caa1e1f5
4536,eb7f8081aa0bd4004f513d3299db9063
4548,eb7f8081aa0bd4004f513d3299db9063
4558,eb7f8081aa0bd4004f513d3299db9063
4032,ed1dbabbe3ea7fd3f44efc6f6a96db68
4035,ed1dbabbe3ea7fd3f44efc6f6a96db68
5813,ed9073376c5004080ba59ac69f2a1cc3
5817,ed9073376c5004080ba59ac69f2a1cc3
5820,ed9073376c5004080ba59ac69f2a1cc3
5826,ed9073376c5004080ba59ac69f2a1cc3
5828,ed9073376c5004080ba59ac69f2a1cc3
2670,f2026b8cb48aff9af31577ecbfda5c38
9024,f65fd0385c972159743d21700c9a7887
9337,f725d0ec71a511886168c30cef6468d9
9348,f725d0ec71a511886168c30cef6468d9
4628,f7456ac4e6b20911c40fdad18908a8d2
3315,f80644859abfbc92e9a92072c2dc50fa
9704,fc1c9fb6c64740edcbbf8cfe9dde8b02
9706,fc1c9fb6c64740edcbbf8cfe9dde8b02
1175,0737e4e4980f56c9fb1cb5743001c917
1207,0737e4e4980f56c9fb1cb5743001c917
1210,0737e4e4980f56c9fb1cb5743001c917
1223,0737e4e4980f56c9fb1cb5743001c917
1253,0737e4e4980f56c9fb1cb5743001c917
7285,0abd57182992dd9167b88b198350afe4
7293,0abd57182992dd9167b88b198350afe4
7436,1187ed8a8b100eb49b8684ac30d6da29
7491,1187ed8a8b100eb49b8684ac30d6da29
7499,1187ed8a8b100eb49b8684ac30d6da29
6100,11fc0a8b587b93bb9bfe957f62729d7e
6108,11fc0a8b587b93bb9bfe957f62729d7e
6110,11fc0a8b587b93bb9bfe957f62729d7e
6130,11fc0a8b587b93bb9bfe957f62729d7e
4413,12006962a8659cc890a5a66913494704
4416,12006962a8659cc890a5a66913494704
4422,12006962a8659cc890a5a66913494704
4424,12006962a8659cc890a5a66913494704
4432,12006962a8659cc890a5a66913494704
4440,12006962a8659cc890a5a66913494704
7392,13eda4b130aec87b280692cd68e3cabd
7396,13eda4b130aec87b280692cd68e3cabd
6652,1695fbad7101e34d4cb4686a6770231f
6678,1695fbad7101e34d4cb4686a6770231f
6728,1695fbad7101e34d4cb4686a6770231f
291,172400f46880b309ca5e97d322bb8f01
308,172400f46880b309ca5e97d322bb8f01
334,172400f46880b309ca5e97d322bb8f01
339,172400f46880b309ca5e97d322bb8f01
340,172400f46880b309ca5e97d322bb8f01
4785,181962441153a36333f0c60701823412
4820,181962441153a36333f0c60701823412
4848,181962441153a36333f0c60701823412
5373,1bd281623fa6ad208caa394dcad75c7d
1122,1c10cc0852579d2fa000e3fc3327bb98
5671,1ece40ac9b657dea8c22a1fe58d3a6fe
4238,225c97c90103cc04cda7d10845f2733e
4247,225c97c90103cc04cda7d10845f2733e
7606,2382eeba332f59ff29cf63a839a33f9a
7615,2382eeba332f59ff29cf63a839a33f9a
7625,2382eeba332f59ff29cf63a839a33f9a
5088,259f8f9cce95b214dc9924af48bcd6f0
9546,2609216746274fd785c35801fb53e9d8
9551,2609216746274fd785c35801fb53e9d8
9565,2609216746274fd785c35801fb53e9d8
9571,2609216746274fd785c35801fb53e9d8
9581,2609216746274fd785c35801fb53e9d8
1100,2badb47503a98766c89e266d1130969a
1503,2ea1efd66ffc011621a4a74e06005e23
1570,2ea1efd66ffc011621a4a74e06005e23
7254,301e1788a595203d0daf3fed10afe1c9
7267,301e1788a595203d0daf3fed10afe1c9
105,318bf822d4f2bd3920367560218619c0
131,318bf822d4f2bd3920367560218619c0
152,318bf822d4f2bd3920367560218619c0
6174,330abbccd3c0ad0fdb0cbe815599bd4f
9461,331a1fdb9c8304206db1b7c4c6852363
7748,33e1c2ac25051eda8cc69d1379f584eb
6762,37195f370c3fd7486ccedb1519b026c2
6766,37195f370c3fd7486ccedb1519b026c2
6798,37195f370c3fd7486ccedb1519b026c2
6828,37195f370c3fd7486ccedb1519b026c2
2955,3b6a414b280222a29d0a95c473cf6b61
1393,3d7847b1c33b5f5811208b4aa1a7ffbd
1453,3d7847b1c33b5f5811208b4aa1a7ffbd
4282,448084546d4ae45e47c3a83f338ade56
4286,448084546d4ae45e47c3a83f338ade56
4288,448084546d4ae45e47c3a83f338ade56
4303,448084546d4ae45e47c3a83f338ade56
6638,45a8b713a08f44ad954463e0aa979235
9500,45ab97edbe4e93bc1017bcd28483a678
264,4d035bd3fd8d9595d15cea9e388964be
271,4d035bd3fd8d9595d15cea9e388964be
6180,521896b01c1a506dc4404e600fa99c5b
6258,521896b01c1a506dc4404e600fa99c5b
2268,526ac2635cb3f5e0ee5d7424e83e9107
2288,526ac2635cb3f5e0ee5d7424e83e9107
2290,526ac2635cb3f5e0ee5d7424e83e9107
2298,526ac2635cb3f5e0ee5d7424e83e9107
2301,526ac2635cb3f5e0ee5d7424e83e9107
2342,526ac2635cb3f5e0ee5d7424e83e9107
535,527ed53d2ba3a3bc417b8402d5b2f556
544,527ed53d2ba3a3bc417b8402d5b2f556
596,527ed53d2ba3a3bc417b8402d5b2f556
624,527ed53d2ba3a3bc417b8402d5b2f556
643,527ed53d2ba3a3bc417b8402d5b2f556
668,527ed53d2ba3a3bc417b8402d5b2f556
678,527ed53d2ba3a3bc417b8402d5b2f556
697,527ed53d2ba3a3bc417b8402d5b2f556
9288,530e195e467f673de0917893fbf9299a
7048,540159466df2f050426692ddaac1eab4
7049,540159466df2f050426692ddaac1eab4
7342,567632b6b7ae8ce7297affcd7ff42c95
7350,567632b6b7ae8ce7297affcd7ff42c95
5929,57c2d8496ceb8e92022bcac20cca27e1
5940,57c2d8496ceb8e92022bcac20cca27e1
7828,5880081cd3de1619cd431a75d9052dfc
7925,603f11575493fd2df5d15faa9c96cec8
7930,603f11575493fd2df5d15faa9c96cec8
8378,60751629cdaa2f62ebc9a33209fcca8e
5020,69d136c8d8dc113c3aee4835e941798d
9806,6c1d913a21f2f3febbd15ee6044a4ac1
9809,6c1d913a21f2f3febbd15ee6044a4ac1
3376,6f2bebc01062eb8334dccba3e048fdb5
3413,6f2bebc01062eb8334dccba3e048fdb5
3417,6f2bebc01062eb8334dccba3e048fdb5
3435,6f2bebc01062eb8334dccba3e048fdb5
3473,6f2bebc01062eb8334dccba3e048fdb5
3492,6f2bebc01062eb8334dccba3e048fdb5
3543,6f2bebc01062eb8334dccba3e048fdb5
3548,6f2bebc01062eb8334dccba3e048fdb5
8730,709606429cd1b0d5cefaf63cdeaaa86b
9797,711d198ce5dcc873c3b1fd1468e84d2f
9079,715c9eb832dc833a0b6409ddccd268b1
9086,715c9eb832dc833a0b6409ddccd268b1
9114,715c9eb832dc833a0b6409ddccd268b1
9148,715c9eb832dc833a0b6409ddccd268b1
9176,715c9eb832dc833a0b6409ddccd268b1
9855,789ce9b31990354f0a5a507347844dea
9265,7938e0ab2768b67f6375eabcfefff5e1
3669,7b061056ba902bf5a3f0f123fb181ad3
3673,7b061056ba902bf5a3f0f123fb181ad3
3682,7b061056ba902bf5a3f0f123fb181ad3
3686,7b061056ba902bf5a3f0f123fb181ad3
3700,7b061056ba902bf5a3f0f123fb181ad3
3723,7b061056ba902bf5a3f0f123fb181ad3
3738,7b061056ba902bf5a3f0f123fb181ad3
3013,810c70fdd8c82cb4e0afc1e8cc62759a
5802,82d3a5e0936ddbff93f6630365f80af5
1473,83aeafc166238ebf5aaa2530e6205341
1482,83aeafc166238ebf5aaa2530e6205341
1487,83aeafc166238ebf5aaa2530e6205341
1491,83aeafc166238ebf5aaa2530e6205341
2061,83b6e605652dbf6915856eea1ce419bd
8124,85a78b7179d46b27e3f4f3a1468e2a1c
3793,8736d2c84c639dc57ef984602d8d96aa
3795,8736d2c84c639dc57ef984602d8d96aa
3804,8736d2c84c639dc57ef984602d8d96aa
6567,8d7faa6d7f104a6cb7c4a9e1c6310a15
6574,8d7faa6d7f104a6cb7c4a9e1c6310a15
6582,8d7faa6d7f104a6cb7c4a9e1c6310a15
6603,8d7faa6d7f104a6cb7c4a9e1c6310a15
2090,8f9d4ed5d16ed1a67d734196d29d1f6b
2137,8f9d4ed5d16ed1a67d734196d29d1f6b
2148,8f9d4ed5d16ed1a67d734196d29d1f6b
6292,906314c683222f7d232b5ea1ee82befc
6295,906314c683222f7d232b5ea1ee82befc
5387,933791b8623dadbb82664c60db91fb7e
5397,933791b8623dadbb82664c60db91fb7e
5409,933791b8623dadbb82664c60db91fb7e
5450,933791b8623dadbb82664c60db91fb7e
8848,94c07315276329eaf9beb29b759d4442
9443,96487b200f227f3f845bb8851dad2139
5960,970197105b41eac939d4fc3cec25137b
5962,970197105b41eac939d4fc3cec25137b
5965,970197105b41eac939d4fc3cec25137b
5970,970197105b41eac939d4fc3cec25137b
5977,970197105b41eac939d4fc3cec25137b
5992,970197105b41eac939d4fc3cec25137b
470,9a8cf1dcb2de1a8f70c4745a636bbb96
479,9a8cf1dcb2de1a8f70c4745a636bbb96
504,9a8cf1dcb2de1a8f70c4745a636bbb96
507,9a8cf1dcb2de1a8f70c4745a636bbb96
508,9a8cf1dcb2de1a8f70c4745a636bbb96
516,9a8cf1dcb2de1a8f70c4745a636bbb96
517,9a8cf1dcb2de1a8f70c4745a636bbb96
1631,9b73d5a07c079cce614932e39e2f1852
8228,a1c187cbf8532b649cc3b36c01a3ca20
8485,a40e2ef8193f5273a04cc7bbaae0789c
1312,a6336ec5e11839ae33aee01fa2163652
1326,a6336ec5e11839ae33aee01fa2163652
1329,a6336ec5e11839ae33aee01fa2163652
1334,a6336ec5e11839ae33aee01fa2163652
1342,a6336ec5e11839ae33aee01fa2163652
1355,a6336ec5e11839ae33aee01fa2163652
1361,a6336ec5e11839ae33aee01fa2163652
7169,a63a43d8a197935264abe0d57d930712
7170,a63a43d8a197935264abe0d57d930712
8595,a755cc2250ae57df9f1f4b5bf005e048
4096,a7637e86876374b952f4d10d0513c350
4106,a7637e86876374b952f4d10d0513c350
4111,a7637e86876374b952f4d10d0513c350
4127,a7637e86876374b952f4d10d0513c350
4128,a7637e86876374b952f4d10d0513c350
8895,ab38affacd75668b8eaf1df27e8b5be8
4321,acfd53e1393633ae24f8c946d79a17d4
4357,acfd53e1393633ae24f8c946d79a17d4
7387,ad30ce6078fd6ea54abca85610fba76f
5906,aff70c2dcbd47c664777eb8df02967de
8213,b05f34be807a91ce0325cda601bc5856
8219,b05f34be807a91ce0325cda601bc5856
8220,b05f34be807a91ce0325cda601bc5856
2355,b2be41464b53ffc6deae9536ddfd3aee
2368,b2be41464b53ffc6deae9536ddfd3aee
2371,b2be41464b53ffc6deae9536ddfd3aee
2383,b2be41464b53ffc6deae9536ddfd3aee
2507,b2be41464b53ffc6deae9536ddfd3aee
6366,b576dc0449e75306c30456902ce0c80b
2752,b8295738a9b021d82860887c3be41164
